i,real,imag
5,-0.2101,0.0000
5,-0.5000,-0.3259
5,-0.5000,0.3259
5,-0.7988,0.0000
5,-0.5000,0.0000
5,-0.2012,0.0000
5,-0.5000,-0.1600
5,-0.5000,0.1600
5,-0.7723,0.0000
5,-0.5000,0.0000
5,-0.2277,0.0000
5,-0.5000,-0.1155
5,-0.5000,0.1155
5,-0.7758,0.0000
5,-0.5000,0.0000
5,-0.2242,0.0000
5,-0.5000,-0.2031
5,-0.5000,0.2031
5,-0.8126,0.0000
5,-0.6318,0.0000
5,-0.5000,0.0000
5,-0.3682,0.0000
5,-0.1874,0.0000
5,-0.7859,0.0000
5,-0.5000,0.0000
5,-0.2141,0.0000
5,-0.5000,-0.1126
5,-0.5000,0.1126
5,-0.8220,0.0000
5,-0.6128,0.0000
5,-0.5000,0.0000
5,-0.3872,0.0000
5,-0.1780,0.0000
5,-0.7736,0.0000
5,-0.5000,0.0000
5,-0.2264,0.0000
5,-0.5000,-0.2518
5,-0.5000,0.2518
5,-0.8018,0.0000
5,-0.5000,0.0000
5,-0.1982,0.0000
5,-0.5000,-0.1273
5,-0.5000,0.1273
5,-0.7706,0.0000
5,-0.5000,0.0000
5,-0.2294,0.0000
5,-0.5000,-0.3189
5,-0.5000,0.3189
5,-0.8049,0.0000
5,-0.5000,0.0000
5,-0.1951,0.0000
5,-0.5000,-0.1050
5,-0.5000,0.1050
5,-0.7573,0.0000
5,-0.5000,0.0000
5,-0.2427,0.0000
5,-0.5000,-0.1171
5,-0.5000,0.1171
5,-0.7621,0.0000
5,-0.5000,0.0000
5,-0.2379,0.0000
5,-0.5000,-0.2366
5,-0.5000,0.2366
5,-0.8024,0.0000
5,-0.6029,0.0000
5,-0.5000,0.0000
5,-0.3971,0.0000
5,-0.1976,0.0000
5,-0.6667,0.0000
5,-0.5000,0.0000
5,-0.3333,0.0000
5,-0.5000,-0.1705
5,-0.5000,0.1705
5,-0.5689,0.0000
5,-0.5000,0.0000
5,-0.4311,0.0000
5,-0.5000,-0.3036
5,-0.5000,0.3036
5,-0.6213,0.0000
5,-0.5000,0.0000
5,-0.3787,0.0000
5,-0.5000,-0.1890
5,-0.5000,0.1890
5,-0.5000,0.0000
5,-0.6412,-0.09236
5,-0.6412,0.09236
5,-0.3588,-0.09236
5,-0.3588,0.09236
5,-0.5000,0.0000
5,-0.6465,-0.1396
5,-0.6465,0.1396
5,-0.3535,-0.1396
5,-0.3535,0.1396
5,-0.7459,0.0000
5,-0.5000,0.0000
5,-0.2541,0.0000
5,-0.5000,-0.1571
5,-0.5000,0.1571
5,-0.7121,0.0000
5,-0.5000,0.0000
5,-0.2879,0.0000
5,-0.5000,-0.2972
5,-0.5000,0.2972
5,-0.7121,0.0000
5,-0.5000,0.0000
5,-0.2879,0.0000
5,-0.5000,-0.2972
5,-0.5000,0.2972
5,-0.6578,0.0000
5,-0.5000,0.0000
5,-0.3422,0.0000
5,-0.5000,-0.2776
5,-0.5000,0.2776
5,-0.7264,0.0000
5,-0.5000,0.0000
5,-0.2736,0.0000
5,-0.5000,-0.2096
5,-0.5000,0.2096
5,-0.7262,0.0000
5,-0.5000,0.0000
5,-0.2738,0.0000
5,-0.5000,-0.1770
5,-0.5000,0.1770
5,-0.7475,0.0000
5,-0.5000,0.0000
5,-0.2525,0.0000
5,-0.5000,-0.1238
5,-0.5000,0.1238
5,-0.6771,0.0000
5,-0.5000,0.0000
5,-0.3229,0.0000
5,-0.5000,-0.2150
5,-0.5000,0.2150
5,-0.5000,0.0000
5,-0.6191,-0.1481
5,-0.6191,0.1481
5,-0.3809,-0.1481
5,-0.3809,0.1481
5,-0.7480,0.0000
5,-0.5000,0.0000
5,-0.2520,0.0000
5,-0.5000,-0.08844
5,-0.5000,0.08844
5,-0.6900,0.0000
5,-0.5392,0.0000
5,-0.5000,0.0000
5,-0.4608,0.0000
5,-0.3100,0.0000
5,-0.5000,0.0000
5,-0.6793,-0.03846
5,-0.6793,0.03846
5,-0.3207,-0.03846
5,-0.3207,0.03846
5,-0.6341,0.0000
5,-0.5000,0.0000
5,-0.3659,0.0000
5,-0.5000,-0.1612
5,-0.5000,0.1612
5,-0.5866,0.0000
5,-0.5000,0.0000
5,-0.4134,0.0000
5,-0.5000,-0.2115
5,-0.5000,0.2115
5,-0.5000,0.0000
5,-0.5000,-0.1890
5,-0.5000,-0.07293
5,-0.5000,0.07293
5,-0.5000,0.1890
5,-0.5000,0.0000
5,-0.6391,-0.1580
5,-0.6391,0.1580
5,-0.3609,-0.1580
5,-0.3609,0.1580
5,-0.5000,0.0000
5,-0.6411,-0.2667
5,-0.6411,0.2667
5,-0.3589,-0.2667
5,-0.3589,0.2667
5,-0.5000,0.0000
5,-0.6507,-0.1862
5,-0.6507,0.1862
5,-0.3493,-0.1862
5,-0.3493,0.1862
5,-0.5000,0.0000
5,-0.5000,-0.1682
5,-0.5000,-0.09645
5,-0.5000,0.09645
5,-0.5000,0.1682
5,-0.5000,0.0000
5,-0.6340,-0.1053
5,-0.6340,0.1053
5,-0.3660,-0.1053
5,-0.3660,0.1053
5,-0.5000,0.0000
5,-0.6492,-0.07833
5,-0.6492,0.07833
5,-0.3508,-0.07833
5,-0.3508,0.07833
5,-0.6963,0.0000
5,-0.5000,0.0000
5,-0.3037,0.0000
5,-0.5000,-0.1231
5,-0.5000,0.1231
5,-0.5000,0.0000
5,-0.6674,-0.04271
5,-0.6674,0.04271
5,-0.3326,-0.04271
5,-0.3326,0.04271
5,-0.5000,0.0000
5,-0.6412,-0.09236
5,-0.6412,0.09236
5,-0.3588,-0.09236
5,-0.3588,0.09236
5,-0.5000,0.0000
5,-0.5000,-0.2192
5,-0.5000,-0.1004
5,-0.5000,0.1004
5,-0.5000,0.2192
5,-0.5000,0.0000
5,-0.6144,-0.1954
5,-0.6144,0.1954
5,-0.3856,-0.1954
5,-0.3856,0.1954
5,-0.5000,0.0000
5,-0.6030,-0.2125
5,-0.6030,0.2125
5,-0.3970,-0.2125
5,-0.3970,0.2125
5,-0.5000,0.0000
5,-0.6622,-0.1475
5,-0.6622,0.1475
5,-0.3378,-0.1475
5,-0.3378,0.1475
5,-0.5000,0.0000
5,-0.6184,-0.1293
5,-0.6184,0.1293
5,-0.3816,-0.1293
5,-0.3816,0.1293
5,-0.6667,0.0000
5,-0.5000,0.0000
5,-0.3333,0.0000
5,-0.5000,-0.1291
5,-0.5000,0.1291
5,-0.5000,0.0000
5,-0.5601,-0.1194
5,-0.5601,0.1194
5,-0.4399,-0.1194
5,-0.4399,0.1194
5,-0.5000,0.0000
5,-0.6443,-0.1558
5,-0.6443,0.1558
5,-0.3557,-0.1558
5,-0.3557,0.1558
5,-0.5000,0.0000
5,-0.6431,-0.2079
5,-0.6431,0.2079
5,-0.3569,-0.2079
5,-0.3569,0.2079
5,-0.5000,0.0000
5,-0.6675,-0.1303
5,-0.6675,0.1303
5,-0.3325,-0.1303
5,-0.3325,0.1303
5,-0.5000,0.0000
5,-0.6689,-0.1507
5,-0.6689,0.1507
5,-0.3311,-0.1507
5,-0.3311,0.1507
5,-0.5000,0.0000
5,-0.5938,-0.07065
5,-0.5938,0.07065
5,-0.4062,-0.07065
5,-0.4062,0.07065
5,-0.5000,0.0000
5,-0.6511,-0.1978
5,-0.6511,0.1978
5,-0.3489,-0.1978
5,-0.3489,0.1978
5,-0.5000,0.0000
5,-0.6976,-0.1368
5,-0.6976,0.1368
5,-0.3024,-0.1368
5,-0.3024,0.1368
5,-0.5000,0.0000
5,-0.6376,-0.06237
5,-0.6376,0.06237
5,-0.3624,-0.06237
5,-0.3624,0.06237
5,-0.5000,0.0000
5,-0.6508,-0.1530
5,-0.6508,0.1530
5,-0.3492,-0.1530
5,-0.3492,0.1530
5,-0.5000,0.0000
5,-0.6827,-0.2962
5,-0.6827,0.2962
5,-0.3173,-0.2962
5,-0.3173,0.2962
5,-0.5000,0.0000
5,-0.6650,-0.2320
5,-0.6650,0.2320
5,-0.3350,-0.2320
5,-0.3350,0.2320
5,-0.5714,0.0000
5,-0.5000,0.0000
5,-0.4286,0.0000
5,-0.5000,-0.2303
5,-0.5000,0.2303
5,-0.5000,0.0000
5,-0.6622,-0.2026
5,-0.6622,0.2026
5,-0.3378,-0.2026
5,-0.3378,0.2026
5,-0.5000,0.0000
5,-0.6224,-0.09344
5,-0.6224,0.09344
5,-0.3776,-0.09344
5,-0.3776,0.09344
5,-0.5000,0.0000
5,-0.6412,-0.09236
5,-0.6412,0.09236
5,-0.3588,-0.09236
5,-0.3588,0.09236
5,-0.5000,0.0000
5,-0.6042,-0.1417
5,-0.6042,0.1417
5,-0.3958,-0.1417
5,-0.3958,0.1417
5,-0.5000,0.0000
5,-0.6736,-0.05851
5,-0.6736,0.05851
5,-0.3264,-0.05851
5,-0.3264,0.05851
5,-0.5893,0.0000
5,-0.5000,0.0000
5,-0.4107,0.0000
5,-0.5000,-0.2166
5,-0.5000,0.2166
5,-0.5000,0.0000
5,-0.6683,-0.07400
5,-0.6683,0.07400
5,-0.3317,-0.07400
5,-0.3317,0.07400
5,-0.7500,0.0000
5,-0.5000,0.0000
5,-0.2500,0.0000
5,-0.5000,-0.000005454
5,-0.5000,0.000005454
5,-0.7099,0.0000
5,-0.5000,0.0000
5,-0.2901,0.0000
5,-0.5000,-0.2705
5,-0.5000,0.2705
5,-0.7306,0.0000
5,-0.5653,0.0000
5,-0.5000,0.0000
5,-0.4347,0.0000
5,-0.2694,0.0000
5,-0.7023,0.0000
5,-0.5000,0.0000
5,-0.2977,0.0000
5,-0.5000,-0.1627
5,-0.5000,0.1627
5,-0.5000,0.0000
5,-0.6289,-0.06063
5,-0.6289,0.06063
5,-0.3711,-0.06063
5,-0.3711,0.06063
5,-0.7322,0.0000
5,-0.6667,0.0000
5,-0.5000,0.0000
5,-0.3333,0.0000
5,-0.2678,0.0000
5,-0.8089,0.0000
5,-0.5000,0.0000
5,-0.1911,0.0000
5,-0.5000,-0.1204
5,-0.5000,0.1204
5,-0.7723,0.0000
5,-0.5000,0.0000
5,-0.2277,0.0000
5,-0.5000,-0.3246
5,-0.5000,0.3246
5,-0.7921,0.0000
5,-0.5000,0.0000
5,-0.2079,0.0000
5,-0.5000,-0.1113
5,-0.5000,0.1113
5,-0.7337,0.0000
5,-0.5000,0.0000
5,-0.2663,0.0000
5,-0.5000,-0.3114
5,-0.5000,0.3114
5,-0.7621,0.0000
5,-0.5000,0.0000
5,-0.2379,0.0000
5,-0.5000,-0.2030
5,-0.5000,0.2030
5,-0.7769,0.0000
5,-0.5000,0.0000
5,-0.2231,0.0000
5,-0.5000,-0.1556
5,-0.5000,0.1556
5,-0.7337,0.0000
5,-0.5000,0.0000
5,-0.2663,0.0000
5,-0.5000,-0.3114
5,-0.5000,0.3114
5,-0.5921,0.0000
5,-0.5000,0.0000
5,-0.4079,0.0000
5,-0.5000,-0.2676
5,-0.5000,0.2676
5,-0.5000,0.0000
5,-0.6468,-0.06310
5,-0.6468,0.06310
5,-0.3532,-0.06310
5,-0.3532,0.06310
5,-0.7254,0.0000
5,-0.5000,0.0000
5,-0.2746,0.0000
5,-0.5000,-0.2143
5,-0.5000,0.2143
5,-0.7952,0.0000
5,-0.5756,0.0000
5,-0.5000,0.0000
5,-0.4244,0.0000
5,-0.2048,0.0000
5,-0.8241,0.0000
5,-0.5958,0.0000
5,-0.5000,0.0000
5,-0.4042,0.0000
5,-0.1759,0.0000
5,-0.7750,0.0000
5,-0.5000,0.0000
5,-0.2250,0.0000
5,-0.5000,-0.2728
5,-0.5000,0.2728
5,-0.7751,0.0000
5,-0.5765,0.0000
5,-0.5000,0.0000
5,-0.4235,0.0000
5,-0.2249,0.0000
5,-0.7566,0.0000
5,-0.5000,0.0000
5,-0.2434,0.0000
5,-0.5000,-0.1658
5,-0.5000,0.1658
5,-0.7611,0.0000
5,-0.5000,0.0000
5,-0.2389,0.0000
5,-0.5000,-0.2236
5,-0.5000,0.2236
5,-0.8059,0.0000
5,-0.6069,0.0000
5,-0.5000,0.0000
5,-0.3931,0.0000
5,-0.1941,0.0000
5,-0.7381,0.0000
5,-0.5000,0.0000
5,-0.2619,0.0000
5,-0.5000,-0.2381
5,-0.5000,0.2381
5,-0.8017,0.0000
5,-0.6437,0.0000
5,-0.5000,0.0000
5,-0.3563,0.0000
5,-0.1983,0.0000
5,-0.7041,0.0000
5,-0.5000,0.0000
5,-0.2959,0.0000
5,-0.5000,-0.1508
5,-0.5000,0.1508
5,-0.6937,0.0000
5,-0.5000,0.0000
5,-0.3063,0.0000
5,-0.5000,-0.1441
5,-0.5000,0.1441
5,-0.7176,0.0000
5,-0.5000,0.0000
5,-0.2824,0.0000
5,-0.5000,-0.1339
5,-0.5000,0.1339
5,-0.6691,0.0000
5,-0.6667,0.0000
5,-0.5000,0.0000
5,-0.3333,0.0000
5,-0.3309,0.0000
5,-0.6380,0.0000
5,-0.5000,0.0000
5,-0.3620,0.0000
5,-0.5000,-0.1846
5,-0.5000,0.1846
5,-0.5000,0.0000
5,-0.7021,-0.07469
5,-0.7021,0.07469
5,-0.2979,-0.07469
5,-0.2979,0.07469
5,-0.7791,0.0000
5,-0.6460,0.0000
5,-0.5000,0.0000
5,-0.3540,0.0000
5,-0.2209,0.0000
5,-0.7641,0.0000
5,-0.5790,0.0000
5,-0.5000,0.0000
5,-0.4210,0.0000
5,-0.2359,0.0000
5,-0.7259,0.0000
5,-0.5000,0.0000
5,-0.2741,0.0000
5,-0.5000,-0.2119
5,-0.5000,0.2119
5,-0.7803,0.0000
5,-0.5000,0.0000
5,-0.2197,0.0000
5,-0.5000,-0.000004905
5,-0.5000,0.000004905
5,-0.7936,0.0000
5,-0.5000,0.0000
5,-0.2064,0.0000
5,-0.5000,-0.06734
5,-0.5000,0.06734
5,-0.6441,0.0000
5,-0.5000,0.0000
5,-0.3559,0.0000
5,-0.5000,-0.2328
5,-0.5000,0.2328
5,-0.5000,0.0000
5,-0.6538,-0.04349
5,-0.6538,0.04349
5,-0.3462,-0.04349
5,-0.3462,0.04349
5,-0.5000,0.0000
5,-0.7068,-0.07935
5,-0.7068,0.07935
5,-0.2932,-0.07935
5,-0.2932,0.07935
5,-0.7520,0.0000
5,-0.5000,0.0000
5,-0.2480,0.0000
5,-0.5000,-0.2023
5,-0.5000,0.2023
5,-0.8113,0.0000
5,-0.6667,0.0000
5,-0.5000,0.0000
5,-0.3333,0.0000
5,-0.1887,0.0000
5,-0.7970,0.0000
5,-0.6218,0.0000
5,-0.5000,0.0000
5,-0.3782,0.0000
5,-0.2030,0.0000
5,-0.7575,0.0000
5,-0.5000,0.0000
5,-0.2425,0.0000
5,-0.5000,-0.2017
5,-0.5000,0.2017
5,-0.5000,0.0000
5,-0.6828,-0.1140
5,-0.6828,0.1140
5,-0.3172,-0.1140
5,-0.3172,0.1140
5,-0.5000,0.0000
5,-0.5000,-0.2282
5,-0.5000,-0.06192
5,-0.5000,0.06192
5,-0.5000,0.2282
5,-0.6667,0.0000
5,-0.5000,0.0000
5,-0.3333,0.0000
5,-0.5000,-0.1043
5,-0.5000,0.1043
5,-0.5000,0.0000
5,-0.5852,-0.08894
5,-0.5852,0.08894
5,-0.4148,-0.08894
5,-0.4148,0.08894
5,-0.5000,0.0000
5,-0.6309,-0.1892
5,-0.6309,0.1892
5,-0.3691,-0.1892
5,-0.3691,0.1892
5,-0.5000,0.0000
5,-0.6673,-0.08600
5,-0.6673,0.08600
5,-0.3327,-0.08600
5,-0.3327,0.08600
5,-0.5000,0.0000
5,-0.6836,-0.1348
5,-0.6836,0.1348
5,-0.3164,-0.1348
5,-0.3164,0.1348
5,-0.5000,0.0000
5,-0.6504,-0.2206
5,-0.6504,0.2206
5,-0.3496,-0.2206
5,-0.3496,0.2206
5,-0.5000,0.0000
5,-0.6504,-0.2206
5,-0.6504,0.2206
5,-0.3496,-0.2206
5,-0.3496,0.2206
5,-0.5000,0.0000
5,-0.6761,-0.1101
5,-0.6761,0.1101
5,-0.3239,-0.1101
5,-0.3239,0.1101
5,-0.5000,0.0000
5,-0.6859,-0.1264
5,-0.6859,0.1264
5,-0.3141,-0.1264
5,-0.3141,0.1264
5,-0.6953,0.0000
5,-0.5000,0.0000
5,-0.3047,0.0000
5,-0.5000,-0.2175
5,-0.5000,0.2175
5,-0.6990,0.0000
5,-0.5000,0.0000
5,-0.3010,0.0000
5,-0.5000,-0.2538
5,-0.5000,0.2538
5,-0.7376,0.0000
5,-0.5000,0.0000
5,-0.2624,0.0000
5,-0.5000,-0.000005702
5,-0.5000,0.000005702
5,-0.7372,0.0000
5,-0.5860,0.0000
5,-0.5000,0.0000
5,-0.4140,0.0000
5,-0.2628,0.0000
5,-0.5000,0.0000
5,-0.6536,-0.2021
5,-0.6536,0.2021
5,-0.3464,-0.2021
5,-0.3464,0.2021
5,-0.7132,0.0000
5,-0.5000,0.0000
5,-0.2868,0.0000
5,-0.5000,-0.1563
5,-0.5000,0.1563
5,-0.7595,0.0000
5,-0.5000,0.0000
5,-0.2405,0.0000
5,-0.5000,-0.1760
5,-0.5000,0.1760
5,-0.6667,0.0000
5,-0.5000,0.0000
5,-0.3333,0.0000
5,-0.5000,-0.1466
5,-0.5000,0.1466
5,-0.6667,0.0000
5,-0.6286,0.0000
5,-0.5000,0.0000
5,-0.3714,0.0000
5,-0.3333,0.0000
5,-0.5000,0.0000
5,-0.6839,-0.1595
5,-0.6839,0.1595
5,-0.3161,-0.1595
5,-0.3161,0.1595
5,-0.7127,0.0000
5,-0.6667,0.0000
5,-0.5000,0.0000
5,-0.3333,0.0000
5,-0.2873,0.0000
5,-0.5000,0.0000
5,-0.6806,-0.1844
5,-0.6806,0.1844
5,-0.3194,-0.1844
5,-0.3194,0.1844
5,-0.5000,0.0000
5,-0.6890,-0.06374
5,-0.6890,0.06374
5,-0.3110,-0.06374
5,-0.3110,0.06374
5,-0.5000,0.0000
5,-0.6858,-0.07708
5,-0.6858,0.07708
5,-0.3142,-0.07708
5,-0.3142,0.07708
5,-0.5000,0.0000
5,-0.5876,-0.1327
5,-0.5876,0.1327
5,-0.4124,-0.1327
5,-0.4124,0.1327
5,-0.5000,0.0000
5,-0.5385,-0.1332
5,-0.5385,0.1332
5,-0.4615,-0.1332
5,-0.4615,0.1332
5,-0.5000,0.0000
5,-0.6477,-0.1815
5,-0.6477,0.1815
5,-0.3523,-0.1815
5,-0.3523,0.1815
5,-0.5000,0.0000
5,-0.6411,-0.2667
5,-0.6411,0.2667
5,-0.3589,-0.2667
5,-0.3589,0.2667
5,-0.5000,0.0000
5,-0.6557,-0.1773
5,-0.6557,0.1773
5,-0.3443,-0.1773
5,-0.3443,0.1773
5,-0.5000,0.0000
5,-0.6197,-0.2065
5,-0.6197,0.2065
5,-0.3803,-0.2065
5,-0.3803,0.2065
5,-0.5000,0.0000
5,-0.6577,-0.1426
5,-0.6577,0.1426
5,-0.3423,-0.1426
5,-0.3423,0.1426
5,-0.5000,0.0000
5,-0.6785,-0.1573
5,-0.6785,0.1573
5,-0.3215,-0.1573
5,-0.3215,0.1573
5,-0.5000,0.0000
5,-0.6539,-0.1201
5,-0.6539,0.1201
5,-0.3461,-0.1201
5,-0.3461,0.1201
5,-0.5000,0.0000
5,-0.6380,-0.03923
5,-0.6380,0.03923
5,-0.3620,-0.03923
5,-0.3620,0.03923
5,-0.5000,0.0000
5,-0.6957,-0.1050
5,-0.6957,0.1050
5,-0.3043,-0.1050
5,-0.3043,0.1050
5,-0.5000,0.0000
5,-0.6655,-0.06103
5,-0.6655,0.06103
5,-0.3345,-0.06103
5,-0.3345,0.06103
5,-0.5000,0.0000
5,-0.5000,-0.1730
5,-0.5000,-0.04959
5,-0.5000,0.04959
5,-0.5000,0.1730
5,-0.5000,0.0000
5,-0.5000,-0.2478
5,-0.5000,-0.1181
5,-0.5000,0.1181
5,-0.5000,0.2478
5,-0.5000,0.0000
5,-0.6106,-0.1305
5,-0.6106,0.1305
5,-0.3894,-0.1305
5,-0.3894,0.1305
5,-0.5000,0.0000
5,-0.6309,-0.2139
5,-0.6309,0.2139
5,-0.3691,-0.2139
5,-0.3691,0.2139
5,-0.5000,0.0000
5,-0.6256,-0.1176
5,-0.6256,0.1176
5,-0.3744,-0.1176
5,-0.3744,0.1176
5,-0.6667,0.0000
5,-0.5000,0.0000
5,-0.3333,0.0000
5,-0.5000,-0.1705
5,-0.5000,0.1705
5,-0.5000,0.0000
5,-0.6090,-0.1972
5,-0.6090,0.1972
5,-0.3910,-0.1972
5,-0.3910,0.1972
5,-0.5000,0.0000
5,-0.6412,-0.09236
5,-0.6412,0.09236
5,-0.3588,-0.09236
5,-0.3588,0.09236
5,-0.5000,0.0000
5,-0.6429,-0.1637
5,-0.6429,0.1637
5,-0.3571,-0.1637
5,-0.3571,0.1637
5,-0.5000,0.0000
5,-0.6015,-0.2255
5,-0.6015,0.2255
5,-0.3985,-0.2255
5,-0.3985,0.2255
5,-0.5000,0.0000
5,-0.6336,-0.1745
5,-0.6336,0.1745
5,-0.3664,-0.1745
5,-0.3664,0.1745
5,-0.5000,0.0000
5,-0.6757,-0.05766
5,-0.6757,0.05766
5,-0.3243,-0.05766
5,-0.3243,0.05766
5,-0.5000,0.0000
5,-0.6739,-0.07188
5,-0.6739,0.07188
5,-0.3261,-0.07188
5,-0.3261,0.07188
5,-0.5000,0.0000
5,-0.5836,-0.1641
5,-0.5836,0.1641
5,-0.4164,-0.1641
5,-0.4164,0.1641
5,-0.5000,0.0000
5,-0.6105,-0.1672
5,-0.6105,0.1672
5,-0.3895,-0.1672
5,-0.3895,0.1672
5,-0.5000,0.0000
5,-0.6478,-0.1222
5,-0.6478,0.1222
5,-0.3522,-0.1222
5,-0.3522,0.1222
5,-0.7376,0.0000
5,-0.5000,0.0000
5,-0.2624,0.0000
5,-0.5000,-0.000005702
5,-0.5000,0.000005702
5,-0.6981,0.0000
5,-0.5000,0.0000
5,-0.3019,0.0000
5,-0.5000,-0.2620
5,-0.5000,0.2620
5,-0.7019,0.0000
5,-0.5000,0.0000
5,-0.2981,0.0000
5,-0.5000,-0.07849
5,-0.5000,0.07849
5,-0.5000,0.0000
5,-0.6728,-0.07232
5,-0.6728,0.07232
5,-0.3272,-0.07232
5,-0.3272,0.07232
5,-0.5000,0.0000
5,-0.5938,-0.07065
5,-0.5938,0.07065
5,-0.4062,-0.07065
5,-0.4062,0.07065
5,-0.7221,0.0000
5,-0.6667,0.0000
5,-0.5000,0.0000
5,-0.3333,0.0000
5,-0.2779,0.0000
5,-0.5000,0.0000
5,-0.6524,-0.1206
5,-0.6524,0.1206
5,-0.3476,-0.1206
5,-0.3476,0.1206
5,-0.5000,0.0000
5,-0.6836,-0.1348
5,-0.6836,0.1348
5,-0.3164,-0.1348
5,-0.3164,0.1348
5,-0.5000,0.0000
5,-0.6195,-0.2247
5,-0.6195,0.2247
5,-0.3805,-0.2247
5,-0.3805,0.2247
5,-0.5000,0.0000
5,-0.6570,-0.1099
5,-0.6570,0.1099
5,-0.3430,-0.1099
5,-0.3430,0.1099
5,-0.5000,0.0000
5,-0.6021,-0.1773
5,-0.6021,0.1773
5,-0.3979,-0.1773
5,-0.3979,0.1773
5,-0.5000,0.0000
5,-0.6172,-0.2075
5,-0.6172,0.2075
5,-0.3828,-0.2075
5,-0.3828,0.2075
5,-0.5000,0.0000
5,-0.6638,-0.1322
5,-0.6638,0.1322
5,-0.3362,-0.1322
5,-0.3362,0.1322
5,-0.5000,0.0000
5,-0.6042,-0.1417
5,-0.6042,0.1417
5,-0.3958,-0.1417
5,-0.3958,0.1417
5,-0.5000,0.0000
5,-0.6848,-0.2120
5,-0.6848,0.2120
5,-0.3152,-0.2120
5,-0.3152,0.2120
5,-0.5000,0.0000
5,-0.6750,-0.1107
5,-0.6750,0.1107
5,-0.3250,-0.1107
5,-0.3250,0.1107
5,-0.5000,0.0000
5,-0.6693,-0.1693
5,-0.6693,0.1693
5,-0.3307,-0.1693
5,-0.3307,0.1693
5,-0.5000,0.0000
5,-0.7009,-0.09307
5,-0.7009,0.09307
5,-0.2991,-0.09307
5,-0.2991,0.09307
5,-0.5000,0.0000
5,-0.5607,-0.1764
5,-0.5607,0.1764
5,-0.4393,-0.1764
5,-0.4393,0.1764
5,-0.5000,0.0000
5,-0.6369,-0.1865
5,-0.6369,0.1865
5,-0.3631,-0.1865
5,-0.3631,0.1865
5,-0.5000,0.0000
5,-0.6411,-0.2667
5,-0.6411,0.2667
5,-0.3589,-0.2667
5,-0.3589,0.2667
5,-0.5000,0.0000
5,-0.6450,-0.1952
5,-0.6450,0.1952
5,-0.3550,-0.1952
5,-0.3550,0.1952
5,-0.5000,0.0000
5,-0.5633,-0.1456
5,-0.5633,0.1456
5,-0.4367,-0.1456
5,-0.4367,0.1456
5,-0.5000,0.0000
5,-0.6157,-0.1658
5,-0.6157,0.1658
5,-0.3843,-0.1658
5,-0.3843,0.1658
5,-0.5000,0.0000
5,-0.6297,-0.1271
5,-0.6297,0.1271
5,-0.3703,-0.1271
5,-0.3703,0.1271
5,-0.5000,0.0000
5,-0.6524,-0.1524
5,-0.6524,0.1524
5,-0.3476,-0.1524
5,-0.3476,0.1524
5,-0.7487,0.0000
5,-0.5000,0.0000
5,-0.2513,0.0000
5,-0.5000,-0.1193
5,-0.5000,0.1193
5,-0.5000,0.0000
5,-0.5846,-0.1059
5,-0.5846,0.1059
5,-0.4154,-0.1059
5,-0.4154,0.1059
5,-0.5000,0.0000
5,-0.6709,-0.04184
5,-0.6709,0.04184
5,-0.3291,-0.04184
5,-0.3291,0.04184
5,-0.5000,0.0000
5,-0.5742,-0.1332
5,-0.5742,0.1332
5,-0.4258,-0.1332
5,-0.4258,0.1332
5,-0.5000,0.0000
5,-0.6528,-0.1660
5,-0.6528,0.1660
5,-0.3472,-0.1660
5,-0.3472,0.1660
5,-0.5000,0.0000
5,-0.6649,-0.1068
5,-0.6649,0.1068
5,-0.3351,-0.1068
5,-0.3351,0.1068
5,-0.5000,0.0000
5,-0.6504,-0.2206
5,-0.6504,0.2206
5,-0.3496,-0.2206
5,-0.3496,0.2206
5,-0.5000,0.0000
5,-0.6601,-0.1686
5,-0.6601,0.1686
5,-0.3399,-0.1686
5,-0.3399,0.1686
5,-0.5000,0.0000
5,-0.5844,-0.1893
5,-0.5844,0.1893
5,-0.4156,-0.1893
5,-0.4156,0.1893
5,-0.5000,0.0000
5,-0.6360,-0.1433
5,-0.6360,0.1433
5,-0.3640,-0.1433
5,-0.3640,0.1433
5,-0.5000,0.0000
5,-0.6558,-0.1709
5,-0.6558,0.1709
5,-0.3442,-0.1709
5,-0.3442,0.1709
5,-0.5000,0.0000
5,-0.6360,-0.1433
5,-0.6360,0.1433
5,-0.3640,-0.1433
5,-0.3640,0.1433
5,-0.7472,0.0000
5,-0.6300,0.0000
5,-0.5000,0.0000
5,-0.3700,0.0000
5,-0.2528,0.0000
5,-0.7059,0.0000
5,-0.5000,0.0000
5,-0.2941,0.0000
5,-0.5000,-0.2532
5,-0.5000,0.2532
5,-0.5000,0.0000
5,-0.5982,-0.1201
5,-0.5982,0.1201
5,-0.4018,-0.1201
5,-0.4018,0.1201
5,-0.5000,0.0000
5,-0.5629,-0.1334
5,-0.5629,0.1334
5,-0.4371,-0.1334
5,-0.4371,0.1334
5,-0.5000,0.0000
5,-0.6477,-0.1815
5,-0.6477,0.1815
5,-0.3523,-0.1815
5,-0.3523,0.1815
5,-0.5000,0.0000
5,-0.6697,-0.2335
5,-0.6697,0.2335
5,-0.3303,-0.2335
5,-0.3303,0.2335
5,-0.5000,0.0000
5,-0.6910,-0.08357
5,-0.6910,0.08357
5,-0.3090,-0.08357
5,-0.3090,0.08357
5,-0.5000,0.0000
5,-0.6572,-0.2165
5,-0.6572,0.2165
