i,real,imag
6,-0.5000,0.3100
6,-0.7280,0.0000
6,-0.5843,0.0000
6,-0.4157,0.0000
6,-0.2720,0.0000
6,-0.5000,-0.2919
6,-0.5000,0.2919
6,-0.7762,0.0000
6,-0.2238,0.0000
6,-0.5000,-0.1524
6,-0.5000,-0.00000007713
6,-0.5000,0.00000007713
6,-0.5000,0.1524
6,-0.7664,0.0000
6,-0.5845,0.0000
6,-0.4155,0.0000
6,-0.2336,0.0000
6,-0.5000,-0.2243
6,-0.5000,0.2243
6,-0.8052,0.0000
6,-0.6055,0.0000
6,-0.3945,0.0000
6,-0.1948,0.0000
6,-0.5000,-0.2590
6,-0.5000,0.2590
6,-0.7620,0.0000
6,-0.5000,0.0000
6,-0.5000,0.0000
6,-0.2380,0.0000
6,-0.5000,-0.1738
6,-0.5000,0.1738
6,-0.7940,0.0000
6,-0.6142,0.0000
6,-0.3858,0.0000
6,-0.2060,0.0000
6,-0.5000,-0.1341
6,-0.5000,0.1341
6,-0.7293,0.0000
6,-0.5724,0.0000
6,-0.4276,0.0000
6,-0.2707,0.0000
6,-0.5000,-0.2272
6,-0.5000,0.2272
6,-0.5240,-0.09833
6,-0.5240,0.09833
6,-0.5000,-0.0000001333
6,-0.5000,0.0000001333
6,-0.4760,-0.09833
6,-0.4760,0.09833
6,-0.7725,0.0000
6,-0.6057,0.0000
6,-0.3943,0.0000
6,-0.2275,0.0000
6,-0.5000,-0.1655
6,-0.5000,0.1655
6,-0.7297,0.0000
6,-0.6029,0.0000
6,-0.3971,0.0000
6,-0.2703,0.0000
6,-0.5000,-0.1500
6,-0.5000,0.1500
6,-0.8131,0.0000
6,-0.6355,0.0000
6,-0.3645,0.0000
6,-0.1869,0.0000
6,-0.5000,-0.1233
6,-0.5000,0.1233
6,-0.8398,0.0000
6,-0.6761,0.0000
6,-0.5000,0.0000
6,-0.5000,0.0000
6,-0.3239,0.0000
6,-0.1602,0.0000
6,-0.7485,0.0000
6,-0.2515,0.0000
6,-0.6463,-0.1672
6,-0.6463,0.1672
6,-0.3537,-0.1672
6,-0.3537,0.1672
6,-0.7089,0.0000
6,-0.2911,0.0000
6,-0.6367,-0.2731
6,-0.6367,0.2731
6,-0.3633,-0.2731
6,-0.3633,0.2731
6,-0.7117,0.0000
6,-0.2883,0.0000
6,-0.6478,-0.1767
6,-0.6478,0.1767
6,-0.3522,-0.1767
6,-0.3522,0.1767
6,-0.7268,-0.01196
6,-0.7268,0.01196
6,-0.5000,-0.06065
6,-0.5000,0.06065
6,-0.2732,-0.01196
6,-0.2732,0.01196
6,-0.6667,0.0000
6,-0.6657,0.0000
6,-0.3343,0.0000
6,-0.3333,0.0000
6,-0.5000,-0.2422
6,-0.5000,0.2422
6,-0.6193,0.0000
6,-0.5000,0.0000
6,-0.5000,0.0000
6,-0.3807,0.0000
6,-0.5000,-0.2049
6,-0.5000,0.2049
6,-0.6761,-0.1416
6,-0.6761,0.1416
6,-0.5000,-0.1340
6,-0.5000,0.1340
6,-0.3239,-0.1416
6,-0.3239,0.1416
6,-0.6495,-0.2510
6,-0.6495,0.2510
6,-0.5000,-0.1747
6,-0.5000,0.1747
6,-0.3505,-0.2510
6,-0.3505,0.2510
6,-0.6769,-0.1809
6,-0.6769,0.1809
6,-0.5000,-0.1476
6,-0.5000,0.1476
6,-0.3231,-0.1809
6,-0.3231,0.1809
6,-0.6176,-0.05543
6,-0.6176,0.05543
6,-0.5000,-0.2471
6,-0.5000,0.2471
6,-0.3824,-0.05543
6,-0.3824,0.05543
6,-0.6230,-0.09790
6,-0.6230,0.09790
6,-0.5000,-0.1634
6,-0.5000,0.1634
6,-0.3770,-0.09790
6,-0.3770,0.09790
6,-0.6133,0.0000
6,-0.3867,0.0000
6,-0.5657,-0.1824
6,-0.5657,0.1824
6,-0.4343,-0.1824
6,-0.4343,0.1824
6,-0.6719,-0.06590
6,-0.6719,0.06590
6,-0.5000,-0.1066
6,-0.5000,0.1066
6,-0.3281,-0.06590
6,-0.3281,0.06590
6,-0.6709,0.0000
6,-0.3291,0.0000
6,-0.6310,-0.1136
6,-0.6310,0.1136
6,-0.3690,-0.1136
6,-0.3690,0.1136
6,-0.6574,-0.08970
6,-0.6574,0.08970
6,-0.5000,-0.1147
6,-0.5000,0.1147
6,-0.3426,-0.08970
6,-0.3426,0.08970
6,-0.7226,0.0000
6,-0.2774,0.0000
6,-0.5000,-0.1260
6,-0.5000,-0.0000002034
6,-0.5000,0.0000002034
6,-0.5000,0.1260
6,-0.7076,0.0000
6,-0.2924,0.0000
6,-0.5565,-0.1516
6,-0.5565,0.1516
6,-0.4435,-0.1516
6,-0.4435,0.1516
6,-0.6679,-0.1354
6,-0.6679,0.1354
6,-0.5000,-0.1483
6,-0.5000,0.1483
6,-0.3321,-0.1354
6,-0.3321,0.1354
6,-0.6421,-0.1597
6,-0.6421,0.1597
6,-0.5000,-0.1614
6,-0.5000,0.1614
6,-0.3579,-0.1597
6,-0.3579,0.1597
6,-0.6769,-0.1002
6,-0.6769,0.1002
6,-0.5000,-0.08885
6,-0.5000,0.08885
6,-0.3231,-0.1002
6,-0.3231,0.1002
6,-0.6371,0.0000
6,-0.3629,0.0000
6,-0.6416,-0.07686
6,-0.6416,0.07686
6,-0.3584,-0.07686
6,-0.3584,0.07686
6,-0.6969,0.0000
6,-0.3031,0.0000
6,-0.5000,-0.1781
6,-0.5000,-0.0000001037
6,-0.5000,0.0000001037
6,-0.5000,0.1781
6,-0.6111,0.0000
6,-0.3889,0.0000
6,-0.6541,-0.2041
6,-0.6541,0.2041
6,-0.3459,-0.2041
6,-0.3459,0.2041
6,-0.5000,0.0000
6,-0.5000,0.0000
6,-0.6854,-0.1464
6,-0.6854,0.1464
6,-0.3146,-0.1464
6,-0.3146,0.1464
6,-0.6665,-0.04609
6,-0.6665,0.04609
6,-0.5000,-0.1211
6,-0.5000,0.1211
6,-0.3335,-0.04609
6,-0.3335,0.04609
6,-0.6612,-0.1693
6,-0.6612,0.1693
6,-0.5000,-0.1324
6,-0.5000,0.1324
6,-0.3388,-0.1693
6,-0.3388,0.1693
6,-0.6842,-0.2908
6,-0.6842,0.2908
6,-0.5000,-0.1054
6,-0.5000,0.1054
6,-0.3158,-0.2908
6,-0.3158,0.2908
6,-0.6117,-0.05705
6,-0.6117,0.05705
6,-0.5000,-0.2726
6,-0.5000,0.2726
6,-0.3883,-0.05705
6,-0.3883,0.05705
6,-0.6700,-0.1780
6,-0.6700,0.1780
6,-0.5000,-0.1194
6,-0.5000,0.1194
6,-0.3300,-0.1780
6,-0.3300,0.1780
6,-0.6138,-0.06772
6,-0.6138,0.06772
6,-0.5000,-0.2390
6,-0.5000,0.2390
6,-0.3862,-0.06772
6,-0.3862,0.06772
6,-0.6086,-0.1460
6,-0.6086,0.1460
6,-0.5000,-0.1273
6,-0.5000,0.1273
6,-0.3914,-0.1460
6,-0.3914,0.1460
6,-0.6460,-0.07449
6,-0.6460,0.07449
6,-0.5000,-0.1422
6,-0.5000,0.1422
6,-0.3540,-0.07449
6,-0.3540,0.07449
6,-0.6692,-0.05883
6,-0.6692,0.05883
6,-0.5000,-0.1126
6,-0.5000,0.1126
6,-0.3308,-0.05883
6,-0.3308,0.05883
6,-0.5985,-0.08287
6,-0.5985,0.08287
6,-0.5000,-0.2642
6,-0.5000,0.2642
6,-0.4015,-0.08287
6,-0.4015,0.08287
6,-0.6345,-0.09419
6,-0.6345,0.09419
6,-0.5000,-0.1462
6,-0.5000,0.1462
6,-0.3655,-0.09419
6,-0.3655,0.09419
6,-0.6830,-0.05114
6,-0.6830,0.05114
6,-0.5000,-0.09691
6,-0.5000,0.09691
6,-0.3170,-0.05114
6,-0.3170,0.05114
6,-0.6314,-0.1031
6,-0.6314,0.1031
6,-0.5000,-0.1426
6,-0.5000,0.1426
6,-0.3686,-0.1031
6,-0.3686,0.1031
6,-0.6867,-0.05345
6,-0.6867,0.05345
6,-0.5000,-0.09221
6,-0.5000,0.09221
6,-0.3133,-0.05345
6,-0.3133,0.05345
6,-0.6107,-0.05963
6,-0.6107,0.05963
6,-0.5000,-0.2720
6,-0.5000,0.2720
6,-0.3893,-0.05963
6,-0.3893,0.05963
6,-0.6723,-0.06930
6,-0.6723,0.06930
6,-0.5000,-0.1048
6,-0.5000,0.1048
6,-0.3277,-0.06930
6,-0.3277,0.06930
6,-0.7770,0.0000
6,-0.5621,0.0000
6,-0.5000,0.0000
6,-0.5000,0.0000
6,-0.4379,0.0000
6,-0.2230,0.0000
6,-0.7294,0.0000
6,-0.2706,0.0000
6,-0.5000,-0.2869
6,-0.5000,-0.06126
6,-0.5000,0.06126
6,-0.5000,0.2869
6,-0.7312,0.0000
6,-0.5000,0.0000
6,-0.5000,0.0000
6,-0.2688,0.0000
6,-0.5000,-0.1434
6,-0.5000,0.1434
6,-0.6487,-0.05603
6,-0.6487,0.05603
6,-0.5000,-0.1496
6,-0.5000,0.1496
6,-0.3513,-0.05603
6,-0.3513,0.05603
6,-0.7369,0.0000
6,-0.6667,0.0000
6,-0.3333,0.0000
6,-0.2631,0.0000
6,-0.5000,-0.08327
6,-0.5000,0.08327
6,-0.8431,0.0000
6,-0.6686,0.0000
6,-0.3314,0.0000
6,-0.1569,0.0000
6,-0.5000,-0.1163
6,-0.5000,0.1163
6,-0.8017,0.0000
6,-0.6220,0.0000
6,-0.3780,0.0000
6,-0.1983,0.0000
6,-0.5000,-0.3456
6,-0.5000,0.3456
6,-0.8249,0.0000
6,-0.6522,0.0000
6,-0.3478,0.0000
6,-0.1751,0.0000
6,-0.5000,-0.1460
6,-0.5000,0.1460
6,-0.8440,0.0000
6,-0.6747,0.0000
6,-0.3253,0.0000
6,-0.1560,0.0000
6,-0.5000,-0.1203
6,-0.5000,0.1203
6,-0.8058,0.0000
6,-0.6280,0.0000
6,-0.3720,0.0000
6,-0.1942,0.0000
6,-0.5000,-0.3480
6,-0.5000,0.3480
6,-0.8320,0.0000
6,-0.6657,0.0000
6,-0.3343,0.0000
6,-0.1680,0.0000
6,-0.5000,-0.1375
6,-0.5000,0.1375
6,-0.8404,0.0000
6,-0.6441,0.0000
6,-0.3559,0.0000
6,-0.1596,0.0000
6,-0.5000,-0.09861
6,-0.5000,0.09861
6,-0.7886,0.0000
6,-0.5951,0.0000
6,-0.4049,0.0000
6,-0.2114,0.0000
6,-0.5000,-0.3369
6,-0.5000,0.3369
6,-0.8045,0.0000
6,-0.5943,0.0000
6,-0.4057,0.0000
6,-0.1955,0.0000
6,-0.5000,-0.1973
6,-0.5000,0.1973
6,-0.8282,0.0000
6,-0.5000,0.0000
6,-0.5000,0.0000
6,-0.1718,0.0000
6,-0.5000,-0.09041
6,-0.5000,0.09041
6,-0.7868,0.0000
6,-0.5000,0.0000
6,-0.2132,0.0000
6,-0.5000,-0.3295
6,-0.5000,0.3295
6,-0.8162,0.0000
6,-0.5000,0.0000
6,-0.5000,0.0000
6,-0.1838,0.0000
6,-0.5000,-0.1239
6,-0.5000,0.1239
6,-0.8173,0.0000
6,-0.1827,0.0000
6,-0.5000,-0.1618
6,-0.5000,-0.1096
6,-0.5000,0.1096
6,-0.5000,0.1618
6,-0.7852,0.0000
6,-0.2148,0.0000
6,-0.5000,-0.3197
6,-0.5000,-0.1045
6,-0.5000,0.1045
6,-0.5000,0.3197
6,-0.8273,0.0000
6,-0.1727,0.0000
6,-0.5827,-0.09465
6,-0.5827,0.09465
6,-0.4173,-0.09465
6,-0.4173,0.09465
6,-0.7623,0.0000
6,-0.2377,0.0000
6,-0.5565,-0.2529
6,-0.5565,0.2529
6,-0.4435,-0.2529
6,-0.4435,0.2529
6,-0.7625,0.0000
6,-0.2375,0.0000
6,-0.5847,-0.2678
6,-0.5847,0.2678
6,-0.4153,-0.2678
6,-0.4153,0.2678
6,-0.7981,0.0000
6,-0.2019,0.0000
6,-0.6331,-0.1677
6,-0.6331,0.1677
6,-0.3669,-0.1677
6,-0.3669,0.1677
6,-0.7835,0.0000
6,-0.2165,0.0000
6,-0.6380,-0.1453
6,-0.6380,0.1453
6,-0.3620,-0.1453
6,-0.3620,0.1453
6,-0.8141,0.0000
6,-0.1859,0.0000
6,-0.5349,-0.1770
6,-0.5349,0.1770
6,-0.4651,-0.1770
6,-0.4651,0.1770
6,-0.7781,0.0000
6,-0.2219,0.0000
6,-0.6254,-0.1770
6,-0.6254,0.1770
6,-0.3746,-0.1770
6,-0.3746,0.1770
6,-0.7746,0.0000
6,-0.2254,0.0000
6,-0.6227,-0.1395
6,-0.6227,0.1395
6,-0.3773,-0.1395
6,-0.3773,0.1395
6,-0.8032,0.0000
6,-0.1968,0.0000
6,-0.5426,-0.1975
6,-0.5426,0.1975
6,-0.4574,-0.1975
6,-0.4574,0.1975
6,-0.8579,0.0000
6,-0.1421,0.0000
6,-0.6259,-0.07876
6,-0.6259,0.07876
6,-0.3741,-0.07876
6,-0.3741,0.07876
6,-0.8506,0.0000
6,-0.1494,0.0000
6,-0.6298,-0.1004
6,-0.6298,0.1004
6,-0.3702,-0.1004
6,-0.3702,0.1004
6,-0.8881,0.0000
6,-0.1119,0.0000
6,-0.6459,-0.03679
6,-0.6459,0.03679
6,-0.3541,-0.03679
6,-0.3541,0.03679
6,-0.8595,0.0000
6,-0.6953,0.0000
6,-0.3047,0.0000
6,-0.1405,0.0000
6,-0.5000,-0.00000004157
6,-0.5000,0.00000004157
6,-0.8151,0.0000
6,-0.6234,0.0000
6,-0.3766,0.0000
6,-0.1849,0.0000
6,-0.5000,-0.3071
6,-0.5000,0.3071
6,-0.8482,0.0000
6,-0.6667,0.0000
6,-0.3333,0.0000
6,-0.1518,0.0000
6,-0.5000,-0.1145
6,-0.5000,0.1145
6,-0.8054,0.0000
6,-0.6205,0.0000
6,-0.3795,0.0000
6,-0.1946,0.0000
6,-0.5000,-0.3425
6,-0.5000,0.3425
6,-0.8167,0.0000
6,-0.6667,0.0000
6,-0.3333,0.0000
6,-0.1833,0.0000
6,-0.5000,-0.1371
6,-0.5000,0.1371
6,-0.7815,0.0000
6,-0.6569,0.0000
6,-0.3431,0.0000
6,-0.2185,0.0000
6,-0.5000,-0.1446
6,-0.5000,0.1446
6,-0.8024,0.0000
6,-0.6197,0.0000
6,-0.3803,0.0000
6,-0.1976,0.0000
6,-0.5000,-0.2238
6,-0.5000,0.2238
6,-0.7870,0.0000
6,-0.6346,0.0000
6,-0.3654,0.0000
6,-0.2130,0.0000
6,-0.5000,-0.2123
6,-0.5000,0.2123
6,-0.8156,0.0000
6,-0.7025,0.0000
6,-0.2975,0.0000
6,-0.1844,0.0000
6,-0.5000,-0.00000002924
6,-0.5000,0.00000002924
6,-0.8124,0.0000
6,-0.1876,0.0000
6,-0.5518,-0.1441
6,-0.5518,0.1441
6,-0.4482,-0.1441
6,-0.4482,0.1441
6,-0.7883,0.0000
6,-0.2117,0.0000
6,-0.5000,-0.1949
6,-0.5000,-0.1417
6,-0.5000,0.1417
6,-0.5000,0.1949
6,-0.8282,0.0000
6,-0.1718,0.0000
6,-0.6420,-0.06002
6,-0.6420,0.06002
6,-0.3580,-0.06002
6,-0.3580,0.06002
6,-0.8544,0.0000
6,-0.6715,0.0000
6,-0.3285,0.0000
6,-0.1456,0.0000
6,-0.5000,-0.1157
6,-0.5000,0.1157
6,-0.8136,0.0000
6,-0.6245,0.0000
6,-0.3755,0.0000
6,-0.1864,0.0000
6,-0.5000,-0.3420
6,-0.5000,0.3420
6,-0.8170,0.0000
6,-0.6468,0.0000
6,-0.3532,0.0000
6,-0.1830,0.0000
6,-0.5000,-0.1739
6,-0.5000,0.1739
6,-0.8271,0.0000
6,-0.6422,0.0000
6,-0.3578,0.0000
6,-0.1729,0.0000
6,-0.5000,-0.1079
6,-0.5000,0.1079
6,-0.7771,0.0000
6,-0.5993,0.0000
6,-0.4007,0.0000
6,-0.2229,0.0000
6,-0.5000,-0.3444
6,-0.5000,0.3444
6,-0.8330,0.0000
6,-0.1670,0.0000
6,-0.5000,-0.08804
6,-0.5000,-0.0000001179
6,-0.5000,0.0000001179
6,-0.5000,0.08804
6,-0.7899,0.0000
6,-0.2101,0.0000
6,-0.5000,-0.3259
6,-0.5000,-0.00000001917
6,-0.5000,0.00000001917
6,-0.5000,0.3259
6,-0.8331,0.0000
6,-0.1669,0.0000
6,-0.6128,-0.1413
6,-0.6128,0.1413
6,-0.3872,-0.1413
6,-0.3872,0.1413
6,-0.7756,0.0000
6,-0.2244,0.0000
6,-0.5000,-0.2883
6,-0.5000,-0.1736
6,-0.5000,0.1736
6,-0.5000,0.2883
6,-0.7637,0.0000
6,-0.2363,0.0000
6,-0.5874,-0.2652
6,-0.5874,0.2652
6,-0.4126,-0.2652
6,-0.4126,0.2652
6,-0.8197,0.0000
6,-0.1803,0.0000
6,-0.5275,-0.1564
6,-0.5275,0.1564
6,-0.4725,-0.1564
6,-0.4725,0.1564
6,-0.7971,0.0000
6,-0.2029,0.0000
6,-0.6355,-0.1368
6,-0.6355,0.1368
6,-0.3645,-0.1368
6,-0.3645,0.1368
6,-0.7648,0.0000
6,-0.2352,0.0000
6,-0.6558,-0.1994
6,-0.6558,0.1994
6,-0.3442,-0.1994
6,-0.3442,0.1994
6,-0.7816,0.0000
6,-0.6179,0.0000
6,-0.3821,0.0000
6,-0.2184,0.0000
6,-0.5000,-0.1731
6,-0.5000,0.1731
6,-0.7988,0.0000
6,-0.5000,0.0000
6,-0.5000,0.0000
6,-0.2012,0.0000
6,-0.5000,-0.1600
6,-0.5000,0.1600
6,-0.7950,0.0000
6,-0.2050,0.0000
6,-0.5983,-0.1322
6,-0.5983,0.1322
6,-0.4017,-0.1322
6,-0.4017,0.1322
6,-0.7794,0.0000
6,-0.2206,0.0000
6,-0.5750,-0.1374
6,-0.5750,0.1374
6,-0.4250,-0.1374
6,-0.4250,0.1374
6,-0.7508,0.0000
6,-0.2492,0.0000
6,-0.6230,-0.2038
6,-0.6230,0.2038
6,-0.3770,-0.2038
6,-0.3770,0.2038
6,-0.7841,0.0000
6,-0.2159,0.0000
6,-0.5532,-0.2068
6,-0.5532,0.2068
6,-0.4468,-0.2068
6,-0.4468,0.2068
6,-0.8541,0.0000
6,-0.1459,0.0000
6,-0.6179,-0.06713
6,-0.6179,0.06713
6,-0.3821,-0.06713
6,-0.3821,0.06713
6,-0.8273,0.0000
6,-0.1727,0.0000
6,-0.6320,-0.1165
6,-0.6320,0.1165
6,-0.3680,-0.1165
6,-0.3680,0.1165
6,-0.8497,0.0000
6,-0.1503,0.0000
6,-0.6539,-0.09125
6,-0.6539,0.09125
6,-0.3461,-0.09125
6,-0.3461,0.09125
6,-0.8016,0.0000
6,-0.6865,0.0000
6,-0.3135,0.0000
6,-0.1984,0.0000
6,-0.5000,-0.07347
6,-0.5000,0.07347
6,-0.7871,0.0000
6,-0.6527,0.0000
6,-0.3473,0.0000
6,-0.2129,0.0000
6,-0.5000,-0.1809
6,-0.5000,0.1809
6,-0.7919,0.0000
6,-0.6334,0.0000
6,-0.3666,0.0000
6,-0.2081,0.0000
6,-0.5000,-0.2284
6,-0.5000,0.2284
6,-0.8231,0.0000
6,-0.7059,0.0000
6,-0.5000,0.0000
6,-0.5000,0.0000
6,-0.2941,0.0000
6,-0.1769,0.0000
6,-0.7790,0.0000
6,-0.2210,0.0000
6,-0.5000,-0.2321
6,-0.5000,-0.00000003720
6,-0.5000,0.00000003720
6,-0.5000,0.2321
6,-0.8243,0.0000
6,-0.6912,0.0000
6,-0.5872,0.0000
6,-0.4128,0.0000
6,-0.3088,0.0000
6,-0.1757,0.0000
6,-0.7632,0.0000
6,-0.2368,0.0000
6,-0.5000,-0.1508
6,-0.5000,-0.00000009321
6,-0.5000,0.00000009321
6,-0.5000,0.1508
6,-0.7516,0.0000
6,-0.6224,0.0000
6,-0.3776,0.0000
6,-0.2484,0.0000
6,-0.5000,-0.1575
6,-0.5000,0.1575
6,-0.7723,0.0000
6,-0.5000,0.0000
6,-0.5000,0.0000
6,-0.2277,0.0000
6,-0.5000,-0.1155
6,-0.5000,0.1155
6,-0.7773,0.0000
6,-0.2227,0.0000
6,-0.6298,-0.1069
6,-0.6298,0.1069
6,-0.3702,-0.1069
6,-0.3702,0.1069
6,-0.7620,0.0000
6,-0.2380,0.0000
6,-0.5532,-0.1957
6,-0.5532,0.1957
6,-0.4468,-0.1957
6,-0.4468,0.1957
6,-0.7935,0.0000
6,-0.2065,0.0000
6,-0.6579,-0.1028
6,-0.6579,0.1028
6,-0.3421,-0.1028
6,-0.3421,0.1028
6,-0.7895,0.0000
6,-0.6859,0.0000
6,-0.6193,0.0000
6,-0.3807,0.0000
6,-0.3141,0.0000
6,-0.2105,0.0000
6,-0.8096,0.0000
6,-0.6730,0.0000
6,-0.6050,0.0000
6,-0.3950,0.0000
6,-0.3270,0.0000
6,-0.1904,0.0000
6,-0.7915,0.0000
6,-0.6838,0.0000
6,-0.5000,0.0000
6,-0.5000,0.0000
6,-0.3162,0.0000
6,-0.2085,0.0000
6,-0.7758,0.0000
6,-0.5000,0.0000
6,-0.5000,0.0000
6,-0.2242,0.0000
6,-0.5000,-0.2031
6,-0.5000,0.2031
6,-0.8126,0.0000
6,-0.6318,0.0000
6,-0.3682,0.0000
6,-0.1874,0.0000
6,-0.5000,-0.00000006807
6,-0.5000,0.00000006807
6,-0.8428,0.0000
6,-0.1572,0.0000
6,-0.6061,-0.05136
6,-0.6061,0.05136
6,-0.3939,-0.05136
6,-0.3939,0.05136
6,-0.7610,0.0000
6,-0.2390,0.0000
6,-0.5596,-0.2211
6,-0.5596,0.2211
6,-0.4404,-0.2211
6,-0.4404,0.2211
6,-0.7942,0.0000
6,-0.2058,0.0000
6,-0.6351,-0.1398
6,-0.6351,0.1398
6,-0.3649,-0.1398
6,-0.3649,0.1398
6,-0.7594,0.0000
6,-0.2406,0.0000
6,-0.6692,-0.1079
6,-0.6692,0.1079
6,-0.3308,-0.1079
6,-0.3308,0.1079
6,-0.7306,0.0000
6,-0.2694,0.0000
6,-0.6754,-0.04331
6,-0.6754,0.04331
6,-0.3246,-0.04331
6,-0.3246,0.04331
6,-0.8094,0.0000
6,-0.1906,0.0000
6,-0.5000,-0.2398
6,-0.5000,-0.00000004892
6,-0.5000,0.00000004892
6,-0.5000,0.2398
6,-0.8550,0.0000
6,-0.6667,0.0000
6,-0.6453,0.0000
6,-0.3547,0.0000
6,-0.3333,0.0000
6,-0.1450,0.0000
6,-0.8606,0.0000
6,-0.6759,0.0000
6,-0.5000,0.0000
6,-0.5000,0.0000
6,-0.3241,0.0000
6,-0.1394,0.0000
6,-0.8209,0.0000
6,-0.6085,0.0000
6,-0.3915,0.0000
6,-0.1791,0.0000
6,-0.5000,-0.2918
6,-0.5000,0.2918
6,-0.8568,0.0000
6,-0.7172,0.0000
6,-0.2828,0.0000
6,-0.1432,0.0000
6,-0.5000,-0.09723
6,-0.5000,0.09723
6,-0.8090,0.0000
6,-0.6374,0.0000
6,-0.3626,0.0000
6,-0.1910,0.0000
6,-0.5000,-0.1241
6,-0.5000,0.1241
6,-0.8372,0.0000
6,-0.6803,0.0000
6,-0.3197,0.0000
6,-0.1628,0.0000
6,-0.5000,-0.00000007310
6,-0.5000,0.00000007310
6,-0.7913,0.0000
6,-0.6078,0.0000
6,-0.3922,0.0000
6,-0.2087,0.0000
6,-0.5000,-0.2761
6,-0.5000,0.2761
6,-0.8412,0.0000
6,-0.1588,0.0000
6,-0.6416,-0.1181
6,-0.6416,0.1181
6,-0.3584,-0.1181
6,-0.3584,0.1181
6,-0.8227,0.0000
6,-0.1773,0.0000
6,-0.6489,-0.1340
6,-0.6489,0.1340
6,-0.3511,-0.1340
6,-0.3511,0.1340
6,-0.8232,0.0000
6,-0.1768,0.0000
6,-0.6494,-0.1328
6,-0.6494,0.1328
6,-0.3506,-0.1328
6,-0.3506,0.1328
6,-0.8505,0.0000
6,-0.6756,0.0000
6,-0.6016,0.0000
6,-0.3984,0.0000
6,-0.3244,0.0000
6,-0.1495,0.0000
6,-0.8008,0.0000
6,-0.5833,0.0000
6,-0.4167,0.0000
6,-0.1992,0.0000
6,-0.5000,-0.2821
6,-0.5000,0.2821
6,-0.8172,0.0000
6,-0.6804,0.0000
6,-0.3196,0.0000
6,-0.1828,0.0000
6,-0.5000,-0.07027
6,-0.5000,0.07027
6,-0.8057,0.0000
6,-0.6377,0.0000
6,-0.3623,0.0000
6,-0.1943,0.0000
6,-0.5000,-0.1664
6,-0.5000,0.1664
6,-0.8370,0.0000
6,-0.6914,0.0000
6,-0.3086,0.0000
6,-0.1630,0.0000
6,-0.5000,-0.00000003942
6,-0.5000,0.00000003942
6,-0.7942,0.0000
6,-0.6166,0.0000
6,-0.3834,0.0000
6,-0.2058,0.0000
6,-0.5000,-0.2691
6,-0.5000,0.2691
6,-0.7881,0.0000
6,-0.6005,0.0000
6,-0.3995,0.0000
6,-0.2119,0.0000
6,-0.5000,-0.1604
6,-0.5000,0.1604
6,-0.7859,0.0000
6,-0.5000,0.0000
6,-0.2141,0.0000
6,-0.5000,-0.1126
6,-0.5000,0.1126
6,-0.7611,0.0000
6,-0.5000,0.0000
6,-0.5000,0.0000
6,-0.2389,0.0000
6,-0.5000,-0.1705
6,-0.5000,0.1705
6,-0.7908,0.0000
6,-0.2092,0.0000
6,-0.6206,-0.08179
6,-0.6206,0.08179
6,-0.3794,-0.08179
6,-0.3794,0.08179
6,-0.7700,0.0000
6,-0.2300,0.0000
6,-0.5452,-0.1770
6,-0.5452,0.1770
6,-0.4548,-0.1770
6,-0.4548,0.1770
6,-0.7956,0.0000
6,-0.2044,0.0000
6,-0.6508,-0.08637
6,-0.6508,0.08637
6,-0.3492,-0.08637
6,-0.3492,0.08637
6,-0.8262,0.0000
6,-0.6921,0.0000
6,-0.5612,0.0000
6,-0.4388,0.0000
6,-0.3079,0.0000
6,-0.1738,0.0000
6,-0.8235,0.0000
6,-0.6427,0.0000
6,-0.3573,0.0000
6,-0.1765,0.0000
6,-0.5000,-0.1097
6,-0.5000,0.1097
6,-0.8220,0.0000
6,-0.6128,0.0000
6,-0.5000,0.0000
6,-0.5000,0.0000
6,-0.3872,0.0000
6,-0.1780,0.0000
6,-0.7736,0.0000
6,-0.5000,0.0000
6,-0.5000,0.0000
6,-0.2264,0.0000
6,-0.5000,-0.2518
6,-0.5000,0.2518
6,-0.8052,0.0000
6,-0.5503,0.0000
6,-0.4497,0.0000
6,-0.1948,0.0000
6,-0.5000,-0.0000003446
6,-0.5000,0.0000003446
6,-0.7618,0.0000
6,-0.2382,0.0000
6,-0.5396,-0.1493
6,-0.5396,0.1493
6,-0.4604,-0.1493
6,-0.4604,0.1493
6,-0.7515,0.0000
6,-0.2485,0.0000
6,-0.5219,-0.2177
6,-0.5219,0.2177
6,-0.4781,-0.2177
6,-0.4781,0.2177
6,-0.7404,0.0000
6,-0.2596,0.0000
6,-0.6064,-0.2133
6,-0.6064,0.2133
6,-0.3936,-0.2133
6,-0.3936,0.2133
6,-0.7859,0.0000
6,-0.2141,0.0000
6,-0.6433,-0.1281
6,-0.6433,0.1281
6,-0.3567,-0.1281
6,-0.3567,0.1281
6,-0.7496,0.0000
6,-0.2504,0.0000
6,-0.6623,-0.08340
6,-0.6623,0.08340
6,-0.3377,-0.08340
6,-0.3377,0.08340
6,-0.8124,0.0000
6,-0.5000,0.0000
6,-0.5000,0.0000
6,-0.1876,0.0000
6,-0.5000,-0.2193
6,-0.5000,0.2193
6,-0.8154,0.0000
6,-0.1846,0.0000
6,-0.5993,-0.08117
6,-0.5993,0.08117
6,-0.4007,-0.08117
6,-0.4007,0.08117
6,-0.7709,0.0000
6,-0.2291,0.0000
6,-0.6162,-0.1577
6,-0.6162,0.1577
6,-0.3838,-0.1577
6,-0.3838,0.1577
